tag	layer	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
91	0	0	8	8	82	3	7	7	17	187
92	0	6	15	15	962	9	6	5	20	688
93	0	1	5	5	843	6	4	6	0	467
94	0	1	10	10	662	1	6	0	7	425
95	0	0	6	6	740	6	7	0	0	275
96	0	2	9	9	1430	6	1	0	0	728
97	0	2	9	9	28	5	1	3	0	474
98	0	1	4	4	1467	8	4	6	30	485
99	0	3	14	14	296	5	3	2	0	284
100	0	6	10	10	547	0	4	4	7	154
101	0	7	17	17	706	9	6	7	20	195
102	0	3	18	18	478	5	0	5	0	724
103	0	6	12	12	1014	0	2	5	1	452
104	0	1	16	16	31	3	6	2	4	482
105	0	4	10	10	1330	1	5	6	5	643
106	0	7	17	17	1264	1	3	4	3	766
107	0	1	13	13	1557	1	7	2	4	31
108	0	0	10	10	600	9	5	6	9	252
109	0	6	18	18	348	3	1	6	15	511
110	0	2	7	7	1306	8	7	4	0	478
111	0	4	17	17	151	6	5	4	0	708
112	0	4	14	14	407	5	7	1	0	392
113	0	5	18	18	1432	8	0	6	17	10
114	0	0	15	15	471	9	3	3	16	696
115	0	2	3	3	632	6	0	5	0	94
116	0	4	10	10	359	4	2	5	17	170
117	0	4	15	15	1528	9	1	7	4	146
118	0	3	12	12	749	1	6	0	4	551
119	0	1	14	14	1377	8	6	5	6	693
120	0	3	15	15	1268	9	3	1	29	719
121	0	4	13	13	286	0	0	4	7	120
122	0	1	7	7	277	5	7	5	0	603
123	0	2	13	13	1002	5	4	0	0	224
124	0	7	14	14	742	1	5	5	0	409
125	0	4	6	6	931	1	3	0	0	807
126	0	5	7	7	1156	4	1	3	13	240
127	0	5	4	4	567	3	2	4	11	114
128	0	0	4	4	733	4	5	0	11	273
129	0	0	4	4	1077	1	1	7	7	798
130	0	5	16	16	223	6	3	0	0	471
131	0	0	1	1	822	5	1	7	0	77
132	0	1	10	10	134	3	4	5	24	613
133	0	4	14	14	1239	5	1	1	0	442
134	0	7	7	7	694	6	6	6	0	322
135	0	6	10	10	766	3	7	1	5	89
136	0	1	13	13	1524	9	2	0	21	688
137	0	1	13	13	1362	5	0	4	0	362
138	0	1	18	18	435	3	7	3	6	360
139	0	5	3	3	1175	4	6	0	17	31
140	0	2	8	8	695	9	0	2	9	581
141	0	6	2	2	1517	0	1	3	6	431
142	0	7	10	10	757	8	5	1	3	161
143	0	2	1	1	557	6	6	7	0	426
144	0	4	6	6	233	9	6	1	18	696
145	0	7	16	16	93	4	6	0	0	211
146	0	4	6	6	1565	8	4	5	7	9
147	0	7	13	13	264	5	3	5	0	408
148	0	0	13	13	941	1	5	6	6	728
149	0	6	9	9	829	0	5	2	7	708
150	0	5	2	2	216	4	6	6	5	407
151	0	4	10	10	682	3	1	1	12	796
152	0	5	11	11	483	1	2	4	3	179
153	0	2	2	2	1286	6	7	7	0	644
154	0	5	4	4	139	6	7	4	0	607
155	0	0	11	11	151	8	7	7	2	60
156	0	5	9	9	1320	1	6	7	0	462
157	0	3	10	10	1026	3	0	7	6	353
158	0	1	16	16	80	4	7	7	10	374
159	0	5	9	9	837	9	0	5	4	339
160	0	1	17	17	581	8	2	5	5	598
161	0	2	11	11	1343	5	2	1	0	574
162	0	6	10	10	1372	1	6	5	0	373
163	0	4	5	5	699	6	3	3	0	160
164	0	1	9	9	1039	0	5	2	6	159
165	0	2	5	5	1476	6	0	6	0	694
166	0	3	14	14	1540	6	3	3	0	805
167	0	7	6	6	1389	6	7	4	0	516
168	0	6	5	5	1238	3	4	0	30	382
169	0	1	16	16	583	1	2	4	7	527
170	0	2	13	13	454	6	5	0	0	56
171	0	6	16	16	482	5	1	5	0	30
172	0	5	3	3	299	3	0	4	30	714
173	0	2	15	15	1260	0	1	0	4	222
174	0	2	17	17	866	1	4	3	4	126
175	0	0	7	7	1308	6	1	1	0	613
176	0	0	16	16	495	3	4	6	0	631
177	0	5	7	7	853	3	1	5	4	540
178	0	0	12	12	89	5	5	4	0	367
179	0	1	11	11	1501	1	5	2	0	362
180	0	5	5	5	1424	6	2	2	0	735
181	0	7	1	1	412	0	3	0	5	319
182	0	6	17	17	518	0	3	4	5	801
183	0	0	10	10	254	9	6	6	28	397
184	0	5	5	5	1417	6	5	4	0	746
185	0	6	2	2	1233	3	4	5	6	83
186	0	5	9	9	913	5	2	7	0	459
187	0	0	11	11	562	0	1	6	5	527
188	0	2	0	0	1244	6	0	2	0	243
189	0	5	11	11	1161	0	2	7	5	382
190	0	7	2	2	281	9	6	5	17	257
191	0	1	0	0	1022	5	1	4	0	722
192	0	7	6	6	1421	6	3	1	0	77
193	0	7	5	5	179	9	5	1	18	309
194	0	2	5	5	1041	4	1	3	8	244
195	0	7	0	0	1134	9	7	2	5	69
196	0	4	12	12	1076	5	6	1	0	326
197	0	1	14	14	1392	9	2	2	8	445
198	0	0	3	3	313	8	2	2	20	728
199	0	3	11	11	581	1	4	3	4	130
200	0	4	17	17	1029	3	2	2	21	579
201	0	0	0	0	93	8	3	6	1	511
202	0	4	9	9	501	5	4	7	0	707
203	0	0	5	5	851	6	7	3	0	623
204	0	2	10	10	1503	9	6	2	23	529
205	0	1	10	10	955	1	4	7	3	146
206	0	1	1	1	786	5	3	2	0	593
207	0	5	6	6	1020	6	7	4	0	25
208	0	1	12	12	936	4	3	5	3	53
209	0	4	15	15	585	0	1	6	2	272
210	0	5	12	12	92	5	0	3	0	568
211	0	4	2	2	1032	6	4	1	0	101
212	0	6	11	11	1142	9	2	3	25	514
213	0	0	1	1	280	9	7	7	9	622
214	0	2	10	10	332	5	4	5	0	727
215	0	4	15	15	754	9	1	6	19	817
216	0	0	15	15	1342	4	0	7	10	538
217	0	6	4	4	64	1	3	0	7	323
218	0	6	4	4	1414	4	6	7	3	724
219	0	2	16	16	1148	9	7	6	20	179
220	0	7	17	17	1118	9	4	7	12	254
221	0	4	17	17	460	8	4	3	31	326
222	0	7	11	11	1477	8	4	1	24	406
223	0	5	4	4	86	8	1	5	28	673
224	0	4	15	15	413	8	4	2	6	632
225	0	3	7	7	1371	4	3	0	6	425
226	0	5	15	15	1395	3	0	2	26	670
227	0	7	15	15	1548	8	5	4	3	789
228	0	1	18	18	1095	0	2	6	2	39
229	0	6	15	15	1533	8	0	0	19	583
230	0	1	10	10	930	6	2	7	0	199
231	0	1	10	10	1497	6	4	2	0	756
232	0	5	9	9	1381	4	2	6	27	529
233	0	5	2	2	1370	1	2	2	7	333
234	0	3	0	0	785	4	7	4	21	311
235	0	0	8	8	1418	4	0	1	29	316
236	0	2	12	12	1440	8	1	4	23	631
237	0	3	7	7	979	3	7	5	26	720
238	0	7	17	17	1560	4	1	7	23	81
239	0	1	1	1	1035	4	2	2	20	534
240	0	7	3	3	1468	6	1	7	0	466
241	0	2	16	16	935	0	7	4	0	407
242	0	4	0	0	1184	1	0	6	5	719
243	0	1	17	17	141	6	0	4	0	186
244	0	2	13	13	783	6	6	6	0	701
245	0	2	11	11	365	5	2	3	0	776
246	0	0	9	9	1379	5	6	3	0	473
247	0	5	4	4	386	1	0	6	0	248
248	0	3	2	2	1216	0	7	0	3	760
249	0	0	12	12	479	4	0	2	18	241
250	0	5	18	18	485	8	2	3	26	309
251	0	4	1	1	1211	3	6	7	3	354
252	0	6	16	16	1426	5	6	2	0	387
253	0	2	17	17	493	4	4	2	29	61
254	0	6	13	13	1085	3	6	3	16	210
255	0	5	2	2	759	1	3	0	4	388
256	0	0	2	2	1559	4	7	3	21	312
257	0	0	6	6	1518	1	7	3	3	408
258	0	3	17	17	579	5	7	5	0	269
259	0	5	16	16	954	1	7	5	3	381
260	0	5	13	13	1152	4	2	0	16	568
261	0	6	9	9	401	9	3	6	15	513
262	0	5	8	8	1481	6	7	2	0	175
263	0	2	17	17	376	0	0	1	0	784
264	0	0	13	13	1291	4	1	2	0	225
265	0	7	11	11	1265	6	7	0	0	546
266	0	6	0	0	1084	8	4	0	27	185
267	0	1	3	3	304	4	3	4	22	275
268	0	6	2	2	831	6	3	3	0	702
269	0	1	1	1	830	5	6	7	0	654
270	0	0	5	5	1023	5	5	1	0	237
271	0	3	18	18	555	0	1	4	0	185
272	0	5	0	0	1202	3	6	1	19	168
273	0	3	18	18	1386	9	6	2	5	514
274	0	5	1	1	895	4	1	5	25	794
275	0	5	0	0	922	6	3	5	0	444
276	0	2	18	18	175	8	3	1	5	276
277	0	2	12	12	1514	5	5	5	0	95
278	0	0	9	9	737	8	1	2	5	193
279	0	6	14	14	1136	5	1	0	0	364
280	0	1	10	10	25	8	6	6	5	744
281	0	3	18	18	347	5	2	2	0	310
282	0	4	15	15	129	3	6	4	26	308
283	0	7	2	2	515	4	7	3	29	111
284	0	2	9	9	810	9	6	5	28	344
285	0	6	4	4	656	4	7	5	11	409
286	0	5	9	9	1179	4	5	6	17	806
287	0	6	11	11	1154	4	2	0	29	727
288	0	3	14	14	1418	1	6	7	2	650
289	0	4	7	7	1348	3	6	6	4	461
290	0	7	18	18	1094	5	0	5	0	113
291	0	3	11	11	1325	0	6	5	6	110
292	0	0	3	3	454	4	7	5	25	476
293	0	2	11	11	988	1	4	6	1	120
294	0	2	11	11	702	6	3	7	0	489
295	0	1	14	14	653	1	4	0	1	25
296	0	5	3	3	1516	4	2	2	21	575
297	0	6	14	14	829	3	2	6	25	31
298	0	3	14	14	879	5	0	3	0	287
299	0	1	18	18	1099	3	5	5	12	470
300	0	1	8	8	1080	9	6	6	7	358
301	0	5	14	14	1379	8	1	2	20	122
302	0	3	9	9	374	9	2	6	26	612
303	0	2	18	18	866	3	7	2	10	503
304	0	4	4	4	644	6	0	5	0	498
305	0	2	6	6	1150	6	6	7	0	729
306	0	7	15	15	169	0	3	4	0	283
307	0	3	17	17	344	6	7	1	0	276
308	0	5	17	17	1556	6	3	6	0	755
309	0	3	9	9	921	8	5	1	28	122
310	0	3	6	6	1411	9	6	2	8	805
311	0	3	6	6	1167	9	4	2	20	722
312	0	4	9	9	547	1	2	6	0	285
313	0	2	4	4	299	9	3	6	31	147
314	0	4	13	13	925	1	1	6	4	713
315	0	5	14	14	670	0	1	7	5	66
316	0	6	6	6	433	6	4	5	0	347
317	0	2	18	18	703	0	0	1	7	18
318	0	1	5	5	934	0	6	3	2	667
319	0	4	5	5	191	9	4	1	23	682
320	0	2	1	1	1281	8	3	6	5	722
321	0	1	0	0	976	1	2	3	7	11
322	0	0	10	10	864	3	7	1	14	394
323	0	1	3	3	641	9	4	2	24	794
324	0	2	4	4	1086	0	2	7	5	741
325	0	3	4	4	1261	6	3	1	0	145
326	0	1	18	18	719	5	5	2	0	285
327	0	1	7	7	1230	8	0	4	13	532
328	0	3	12	12	1323	0	3	7	6	117
329	0	3	15	15	1081	0	5	5	2	398
330	0	6	11	11	1398	3	7	1	1	603
331	0	1	0	0	441	0	0	6	4	645
332	0	6	13	13	168	3	4	1	19	82
333	0	3	4	4	669	5	1	4	0	749
334	0	3	1	1	176	5	1	7	0	318
335	0	2	3	3	1449	3	0	2	31	357
336	0	4	5	5	259	8	1	0	21	441
337	0	4	16	16	538	1	7	7	5	58
338	0	7	18	18	753	3	4	1	7	235
339	0	0	1	1	500	0	7	5	6	155
340	0	2	1	1	1462	5	3	5	0	428
341	0	5	8	8	1170	9	1	0	11	230
342	0	0	12	12	952	8	4	5	5	568
343	0	7	0	0	410	8	4	3	29	379
344	0	7	6	6	1557	4	2	0	26	26
345	0	3	17	17	1302	0	5	0	6	757
346	0	4	3	3	1085	4	6	7	3	147
347	0	4	2	2	474	5	5	7	0	596
348	0	1	16	16	1305	5	1	0	0	680
349	0	2	7	7	534	9	6	5	20	465
350	0	4	7	7	415	3	1	2	6	170
351	0	7	14	14	832	1	5	3	7	317
352	0	7	8	8	185	3	4	0	13	337
353	0	2	2	2	728	5	0	4	0	180
354	0	0	12	12	1138	4	1	7	6	814
355	0	2	3	3	126	4	2	3	25	383
356	0	1	18	18	530	1	0	1	3	663
357	0	7	4	4	679	1	0	7	0	174
358	0	6	12	12	60	5	6	2	0	221
359	0	2	8	8	913	3	0	3	18	512
360	0	6	17	17	124	1	4	6	2	431
361	0	3	16	16	1291	0	6	5	7	559
362	0	7	11	11	1028	9	6	4	11	28
363	0	5	7	7	575	0	7	5	3	165
364	0	1	7	7	545	0	3	6	5	179
365	0	2	7	7	651	9	0	5	9	578
366	0	3	15	15	632	3	7	0	5	59
367	0	3	7	7	1078	6	0	5	0	135
368	0	5	5	5	121	0	2	2	1	540
369	0	5	2	2	1442	5	1	5	0	332
370	0	2	5	5	1309	6	5	2	0	230
371	0	2	12	12	1503	8	2	2	0	720
372	0	6	18	18	372	9	3	1	31	146
373	0	5	2	2	710	9	2	1	21	459
374	0	0	8	8	511	1	5	4	1	739
375	0	0	1	1	897	5	2	6	0	389
376	0	5	17	17	207	6	3	2	0	77
377	0	0	9	9	652	8	1	1	21	176
378	0	6	5	5	1120	1	5	7	0	443
379	0	2	13	13	109	1	5	3	3	421
380	0	4	9	9	486	1	0	6	7	159
381	0	0	11	11	875	1	4	7	3	101
382	0	0	6	6	1307	8	1	7	7	317
383	0	6	15	15	1353	8	1	6	11	381
384	0	6	11	11	912	0	4	7	7	271
385	0	3	8	8	126	3	1	1	22	556
386	0	6	18	18	1133	0	6	6	7	588
387	0	3	15	15	161	5	0	2	0	777
388	0	7	5	5	433	4	2	0	27	82
389	0	6	6	6	1218	8	5	1	5	399
390	0	6	17	17	565	6	0	6	0	426
391	0	2	4	4	1204	1	1	1	4	550
392	0	5	13	13	784	6	7	0	0	284
393	0	6	4	4	79	5	5	3	0	765
394	0	7	8	8	41	9	4	4	17	505
395	0	1	7	7	615	6	5	4	0	621
396	0	1	6	6	432	5	7	5	0	529
397	0	2	2	2	1453	5	2	0	0	199
398	0	3	1	1	67	6	0	5	0	282
399	0	5	14	14	812	1	0	3	5	502
400	0	7	5	5	1201	9	5	2	16	768
401	0	1	9	9	791	0	2	3	3	664
402	0	3	6	6	1334	5	0	0	0	137
403	0	2	0	0	516	8	4	6	24	359
404	0	7	8	8	955	8	6	1	0	525
405	0	5	17	17	611	1	7	1	5	285
406	0	5	8	8	1343	8	3	2	15	60
407	0	6	10	10	1477	0	7	4	4	430
408	0	6	12	12	1194	4	5	3	30	689
409	0	5	16	16	348	3	4	1	30	133
410	0	4	17	17	1392	9	1	3	22	230
411	0	4	13	13	761	8	4	7	7	483
412	0	0	18	18	1271	1	7	3	1	699
413	0	6	16	16	846	0	2	2	3	352
414	0	6	18	18	293	9	2	1	31	342
415	0	2	10	10	9	6	4	3	0	592
416	0	2	15	15	265	5	6	6	0	490
417	0	6	0	0	1093	4	5	0	20	777
418	0	3	0	0	1283	4	3	5	19	134
419	0	1	12	12	1205	8	2	1	2	307
420	0	4	14	14	1221	9	6	2	21	503
421	0	5	6	6	826	0	3	3	2	218
422	0	0	18	18	346	1	5	0	6	657
423	0	4	17	17	1216	0	1	0	0	708
424	0	1	13	13	778	1	4	7	2	212
425	0	0	9	9	1355	1	4	2	6	109
426	0	1	9	9	217	6	3	3	0	537
427	0	3	11	11	604	3	0	7	13	706
428	0	7	10	10	5	0	1	1	7	154
429	0	1	16	16	1481	1	4	3	7	305
430	0	4	14	14	204	3	0	4	23	822
431	0	5	13	13	194	0	0	2	2	338
432	0	5	14	14	1501	1	5	5	2	118
433	0	6	12	12	556	5	7	6	0	117
434	0	2	1	1	212	5	7	7	0	627
435	0	6	11	11	1401	3	7	7	7	423
436	0	7	1	1	535	9	0	3	21	533
437	0	1	13	13	986	9	6	2	3	13
438	0	2	16	16	1015	3	1	7	20	248
439	0	5	8	8	1038	4	6	6	15	82
440	0	7	14	14	917	1	7	7	5	123
441	0	7	0	0	826	5	0	0	0	812
442	0	4	16	16	423	6	5	5	0	230
443	0	7	10	10	1269	6	5	7	0	101
444	0	3	0	0	727	8	5	1	2	170
445	0	7	4	4	219	8	3	3	7	404
446	0	3	14	14	1467	9	1	6	2	650
447	0	1	14	14	1348	3	7	0	3	568
448	0	6	18	18	1041	3	2	2	6	398
449	0	5	16	16	857	4	4	6	21	303
450	0	7	4	4	845	8	5	3	12	216
451	0	4	11	11	1454	3	5	1	22	577
452	0	7	18	18	1366	5	4	6	0	537
453	0	1	0	0	297	0	0	3	4	770
454	0	2	9	9	299	0	4	3	0	369
455	0	7	3	3	459	5	3	4	0	392
456	0	6	13	13	1130	0	0	4	3	637
457	0	7	7	7	1546	4	3	4	28	183
458	0	1	5	5	1505	1	6	0	6	287
459	0	4	4	4	1196	8	0	5	29	728
460	0	2	1	1	660	0	4	7	5	76
461	0	5	16	16	376	1	2	6	6	96
462	0	5	7	7	1358	9	5	5	18	225
463	0	7	17	17	234	9	7	3	15	42
464	0	5	12	12	790	8	4	0	23	528
465	0	7	15	15	607	4	5	1	6	173
466	0	0	2	2	1372	4	6	1	13	552
467	0	6	2	2	48	6	5	0	0	77
468	0	0	5	5	1142	1	3	4	6	399
469	0	7	12	12	647	0	6	1	0	658
470	0	1	18	18	1435	1	5	1	4	807
471	0	4	2	2	1567	6	6	6	0	487
472	0	2	17	17	279	5	4	2	0	695
473	0	5	0	0	1136	3	1	0	0	588
474	0	6	17	17	174	8	3	5	13	424
475	0	2	5	5	452	8	3	1	11	689
476	0	0	17	17	1320	1	4	1	4	102
477	0	3	18	18	677	9	2	3	6	293
478	0	1	6	6	995	6	5	4	0	581
479	0	5	10	10	345	0	5	3	3	731
480	0	6	8	8	275	9	7	7	28	369
481	0	4	15	15	222	3	1	4	8	553
482	0	3	8	8	1489	1	0	0	6	789
483	0	3	1	1	533	6	2	5	0	230
484	0	4	4	4	1026	1	6	5	0	680
485	0	3	5	5	287	6	2	2	0	755
486	0	7	11	11	448	6	3	1	0	380
487	0	3	1	1	1060	9	6	7	29	49
488	0	0	10	10	1441	8	4	2	24	671
489	0	6	11	11	1338	1	4	6	3	530
490	0	6	11	11	997	6	0	2	0	171
491	0	3	2	2	1317	8	3	2	11	163
492	0	5	3	3	849	9	1	7	30	492
493	0	3	18	18	1325	5	0	3	0	132
494	0	2	4	4	80	3	0	2	16	186
495	0	6	18	18	1473	8	1	3	28	623
496	0	7	15	15	449	5	2	2	0	173
497	0	5	14	14	140	4	6	6	8	113
498	0	0	6	6	1032	5	2	1	0	489
499	0	0	17	17	1540	1	1	7	2	619
500	0	0	13	13	861	9	0	6	14	823
501	0	7	12	12	1206	1	6	2	4	490
502	0	3	2	2	1225	5	4	3	0	728
503	0	0	18	18	241	0	6	3	5	420
504	0	5	3	3	872	8	4	6	23	628
505	0	4	12	12	846	6	2	5	0	261
506	0	4	18	18	1444	5	2	1	0	459
507	0	2	3	3	1041	5	5	0	0	400
508	0	0	2	2	965	5	1	1	0	229
509	0	5	2	2	1483	5	6	4	0	794
510	0	2	15	15	21	4	4	3	2	804
511	0	3	5	5	736	4	0	2	5	284
512	0	6	11	11	830	4	0	1	5	564
513	0	4	17	17	712	9	4	3	12	467
514	0	6	18	18	534	3	6	1	4	517
515	0	4	10	10	1051	8	4	7	24	578
516	0	7	7	7	939	6	0	7	0	266
517	0	1	12	12	1386	4	5	6	22	530
518	0	0	8	8	588	1	6	5	1	569
519	0	2	15	15	724	4	4	2	12	512
520	0	3	7	7	543	4	3	3	15	635
521	0	5	4	4	245	1	7	0	0	495
522	0	5	10	10	1176	8	7	2	17	409
523	0	3	18	18	110	5	7	0	0	405
524	0	2	14	14	1430	6	5	0	0	692
525	0	3	12	12	206	9	5	4	11	563
526	0	4	7	7	965	9	5	2	31	436
527	0	3	13	13	747	5	4	7	0	587
528	0	2	18	18	204	8	3	6	24	202
529	0	2	4	4	19	3	6	7	8	647
530	0	5	15	15	513	0	6	1	2	63
531	0	3	8	8	1289	1	7	5	4	371
532	0	5	17	17	527	9	0	6	7	361
533	0	3	18	18	1330	3	4	5	20	691
534	0	7	14	14	780	8	7	2	10	657
535	0	5	13	13	828	1	1	2	5	235
536	0	5	10	10	1454	8	6	4	28	801
537	0	5	18	18	922	5	2	2	0	130
538	0	3	8	8	431	3	6	1	6	67
539	0	7	17	17	53	5	1	1	0	634
540	0	2	2	2	633	4	3	4	28	643
541	0	2	4	4	349	0	0	5	5	489
542	0	7	17	17	1123	6	2	2	0	648
543	0	6	16	16	634	9	7	3	5	454
544	0	4	11	11	532	3	4	0	0	537
545	0	2	11	11	960	0	7	7	4	11
546	0	6	9	9	14	9	3	6	27	406
547	0	3	5	5	774	4	4	1	27	642
548	0	3	16	16	583	8	6	3	4	188
549	0	2	9	9	1304	6	7	4	0	194
550	0	5	0	0	101	0	2	1	4	277
551	0	2	14	14	476	1	2	0	7	224
552	0	5	13	13	1020	9	7	0	21	84
553	0	2	1	1	803	1	7	2	3	258
554	0	6	0	0	1463	4	6	7	15	757
555	0	0	6	6	1505	1	3	7	6	699
556	0	4	10	10	1288	0	1	4	7	655
557	0	4	6	6	106	4	1	3	27	334
558	0	0	5	5	1197	1	6	3	0	45
559	0	7	4	4	183	4	2	7	5	704
560	0	5	1	1	728	3	1	2	31	240
561	0	5	17	17	898	4	0	6	22	743
562	0	2	8	8	993	6	4	7	0	582
563	0	2	17	17	662	6	4	2	0	545
564	0	2	14	14	539	9	7	0	24	753
565	0	2	0	0	1270	4	5	1	24	196
566	0	7	17	17	1255	8	5	6	20	115
567	0	1	16	16	89	3	2	0	12	111
568	0	7	6	6	65	5	7	4	0	377
569	0	3	2	2	427	6	1	7	0	371
570	0	6	11	11	1263	8	0	1	19	81
571	0	3	16	16	207	4	6	3	12	540
572	0	3	18	18	1143	5	1	5	0	721
573	0	6	3	3	369	5	5	2	0	362
574	0	5	17	17	761	5	6	5	0	578
575	0	3	12	12	1524	8	5	7	28	408
576	0	0	1	1	1220	0	2	4	0	309
577	0	3	6	6	44	8	2	1	2	473
578	0	5	4	4	542	9	3	3	16	309
579	0	1	18	18	1165	4	1	5	30	179
580	0	7	18	18	1219	8	0	6	5	800
581	0	0	10	10	889	5	1	3	0	651
582	0	6	1	1	1073	0	5	2	5	516
583	0	3	4	4	1379	5	7	1	0	444
584	0	4	12	12	270	9	1	7	3	563
585	0	6	8	8	816	5	2	2	0	574
586	0	3	15	15	1335	4	3	3	4	274
587	0	6	10	10	183	1	6	6	5	358
588	0	3	10	10	1216	0	4	2	5	633
589	0	7	4	4	91	4	3	5	9	777
590	0	1	3	3	497	3	4	0	21	712
591	0	1	9	9	964	0	5	3	3	210
592	0	4	17	17	1275	3	0	6	2	263
593	0	2	1	1	411	8	0	7	0	70
594	0	6	8	8	220	0	4	6	3	391
595	0	1	10	10	1222	1	2	3	7	576
596	0	0	1	1	1084	8	5	7	25	764
597	0	2	0	0	1401	9	5	4	15	515
598	0	4	1	1	792	0	4	3	2	351
599	0	6	4	4	1494	5	3	6	0	588
600	0	2	13	13	1239	9	7	2	13	670
601	0	2	18	18	1400	4	2	4	8	442
602	0	2	18	18	650	1	1	2	5	151
603	0	0	10	10	842	8	7	4	9	799
604	0	3	3	3	378	0	4	3	3	238
605	0	0	11	11	1409	6	2	7	0	190
606	0	6	15	15	281	3	3	3	2	420
607	0	0	8	8	455	4	3	1	11	451
608	0	7	10	10	505	5	6	0	0	739
609	0	5	12	12	1216	0	1	7	7	45
610	0	3	16	16	810	0	6	0	3	300
611	0	7	12	12	585	6	2	6	0	629
612	0	0	16	16	949	6	1	1	0	799
613	0	2	12	12	662	6	0	2	0	606
614	0	3	14	14	512	9	2	1	5	118
615	0	7	11	11	1072	5	2	6	0	46
616	0	2	10	10	1350	3	2	2	11	789
617	0	0	13	13	633	6	4	2	0	136
618	0	3	0	0	25	6	7	7	0	624
619	0	7	7	7	1205	6	7	6	0	83
