tag	layer	tile_a_row	tile_a_col	tile_b_row	tile_b_col	target	pe_row	pe_col	bit	cell
115	0	2	9	9	716	8	0	12	17	10
116	0	0	9	9	293	4	11	7	12	637
117	0	2	2	2	642	0	9	14	0	595
118	0	2	2	2	302	9	13	5	12	137
119	0	2	8	8	279	3	8	15	18	766
120	0	2	1	1	77	3	7	12	23	94
121	0	3	0	0	549	1	14	11	4	600
122	0	3	5	5	691	4	15	0	20	626
123	0	1	1	1	717	8	13	3	8	48
124	0	0	4	4	118	1	7	4	6	466
125	0	2	8	8	601	3	13	3	31	632
126	0	3	4	4	706	9	6	14	28	243
127	0	2	1	1	557	9	1	12	17	196
128	0	0	7	7	678	4	0	1	21	251
129	0	1	9	9	70	4	6	7	21	794
130	0	1	9	9	283	3	4	8	11	114
131	0	0	2	2	366	4	10	0	11	273
132	0	0	2	2	538	1	2	15	7	798
133	0	2	8	8	111	6	7	1	0	471
134	0	0	0	0	411	5	3	15	0	77
135	0	0	5	5	151	1	4	8	5	392
136	0	2	7	7	619	5	3	3	0	442
137	0	3	3	3	347	6	12	13	0	322
138	0	3	5	5	383	3	15	2	5	89
139	0	0	6	6	762	9	4	1	21	688
140	0	0	6	6	681	5	1	9	0	362
141	0	0	9	9	217	3	15	7	6	360
142	0	2	1	1	587	4	13	0	17	31
143	0	1	4	4	347	9	0	5	9	581
144	0	3	1	1	758	0	2	6	6	431
145	0	3	5	5	378	8	10	2	3	161
146	0	1	9	9	690	1	8	14	6	499
147	0	3	6	6	220	1	11	13	1	292
148	0	3	8	8	46	4	12	1	0	211
149	0	2	3	3	782	8	9	10	7	9
150	0	3	6	6	132	5	7	11	0	408
151	0	0	6	6	470	1	10	13	6	728
152	0	3	4	4	414	0	10	5	7	708
153	0	2	1	1	108	4	13	12	5	407
154	0	2	5	5	341	3	2	3	12	796
155	0	2	5	5	241	1	4	8	3	179
156	0	1	1	1	643	6	14	14	0	644
157	0	2	2	2	69	6	14	9	0	607
158	0	0	5	5	75	8	14	14	2	60
159	0	2	4	4	660	1	12	14	0	462
160	0	1	5	5	487	3	1	14	6	353
161	0	0	8	8	40	4	14	14	10	374
162	0	2	4	4	418	9	1	10	4	339
163	0	0	8	8	290	8	4	10	5	598
164	0	1	5	5	671	5	4	2	0	574
165	0	3	5	5	686	1	13	11	0	373
166	0	2	2	2	349	6	6	7	0	160
167	0	0	4	4	519	0	10	4	6	159
168	0	1	2	2	169	6	1	13	0	694
169	0	1	7	7	291	6	7	7	0	805
170	0	3	3	3	694	6	14	9	0	516
171	0	3	2	2	619	3	8	1	30	382
172	0	0	8	8	291	1	5	8	7	527
173	0	1	6	6	227	6	11	0	0	56
174	0	3	8	8	241	5	2	11	0	30
175	0	2	1	1	149	3	1	9	30	714
176	0	1	7	7	630	0	2	0	4	222
177	0	1	8	8	540	5	3	9	0	310
178	0	0	0	0	429	6	2	3	0	613
179	0	0	8	8	247	3	9	13	0	631
180	0	2	3	3	426	3	2	11	4	540
181	0	0	6	6	44	5	11	8	0	367
182	0	0	5	5	750	1	10	4	0	362
183	0	2	2	2	712	6	5	4	0	735
184	0	3	0	0	206	0	6	1	5	319
185	0	3	8	8	259	0	6	9	5	801
186	0	0	5	5	127	9	13	12	28	397
187	0	2	2	2	708	6	11	8	0	746
188	0	3	1	1	616	3	9	10	6	83
189	0	2	4	4	456	5	5	14	0	459
190	0	0	5	5	445	8	1	2	25	374
191	0	1	0	0	622	6	1	4	0	243
192	0	2	5	5	580	0	4	14	5	382
193	0	3	1	1	140	9	12	10	17	257
194	0	0	0	0	511	5	3	8	0	722
195	0	3	3	3	292	6	6	3	0	77
196	0	3	2	2	89	9	11	2	18	309
197	0	1	2	2	520	4	3	6	8	244
198	0	3	0	0	567	9	14	4	5	69
199	0	2	6	6	538	5	13	2	0	326
200	0	0	7	7	696	9	4	5	8	445
201	0	0	1	1	156	8	5	5	20	728
202	0	1	5	5	290	1	8	6	4	130
203	0	2	9	9	95	3	4	5	21	579
204	0	0	0	0	46	8	6	13	1	511
205	0	2	4	4	250	5	9	14	0	707
206	0	0	2	2	425	6	14	6	0	623
207	0	1	5	5	751	9	12	4	23	529
208	0	0	5	5	477	1	8	14	3	146
209	0	0	0	0	393	5	7	5	0	593
210	0	2	3	3	510	6	15	9	0	25
211	0	0	6	6	468	4	6	11	3	53
212	0	2	7	7	669	6	9	0	0	443
213	0	1	4	4	782	5	11	1	0	54
214	0	1	5	5	295	1	12	14	4	640
215	0	0	2	2	403	9	10	11	9	205
216	0	3	8	8	46	0	4	10	7	533
217	0	3	2	2	527	3	10	10	10	404
218	0	2	9	9	519	6	9	15	0	379
219	0	2	1	1	597	8	0	15	16	673
220	0	1	0	0	491	3	12	4	15	34
221	0	0	3	3	451	9	13	4	26	709
222	0	1	6	6	626	6	1	4	0	576
223	0	2	7	7	385	9	5	14	21	561
224	0	2	4	4	495	4	7	8	19	232
225	0	2	4	4	706	6	10	15	0	575
226	0	2	4	4	587	5	12	11	0	299
227	0	0	4	4	354	6	8	15	0	208
228	0	2	8	8	140	1	7	7	0	687
229	0	1	3	3	102	5	10	15	0	699
230	0	1	0	0	161	5	15	15	0	776
231	0	2	5	5	661	0	2	7	0	181
232	0	3	2	2	406	6	5	9	0	11
233	0	2	9	9	109	9	9	14	31	139
234	0	3	4	4	115	9	5	14	16	737
235	0	1	0	0	302	4	5	12	27	529
236	0	2	1	1	685	1	5	4	7	333
237	0	1	0	0	392	4	14	8	21	311
238	0	0	4	4	709	4	1	3	29	316
239	0	1	6	6	720	8	3	9	23	631
240	0	1	3	3	489	3	14	11	26	720
241	0	3	8	8	780	4	2	14	23	81
242	0	0	0	0	517	4	4	5	20	534
243	0	3	1	1	734	6	2	14	0	466
244	0	1	8	8	467	0	14	9	0	407
245	0	2	0	0	592	1	1	13	5	719
246	0	0	8	8	70	6	1	9	0	186
247	0	1	6	6	391	6	12	12	0	701
248	0	1	5	5	182	5	4	7	0	776
249	0	0	4	4	689	5	12	7	0	473
250	0	2	2	2	193	1	1	13	0	248
251	0	1	1	1	608	0	14	1	3	760
252	0	0	6	6	239	4	1	4	18	241
253	0	2	9	9	688	9	7	9	9	678
254	0	1	6	6	281	0	5	13	7	50
255	0	2	6	6	326	5	13	4	0	387
256	0	1	8	8	246	4	9	4	29	61
257	0	3	6	6	542	3	12	7	16	210
258	0	2	1	1	379	1	6	1	4	388
259	0	0	1	1	779	4	15	6	21	312
260	0	0	3	3	759	1	15	7	3	408
261	0	1	8	8	289	5	14	11	0	269
262	0	2	8	8	477	1	15	10	3	381
263	0	2	6	6	576	4	4	0	16	568
264	0	3	4	4	200	9	7	12	15	513
265	0	2	4	4	740	6	14	5	0	175
266	0	1	8	8	188	0	1	2	0	784
267	0	0	6	6	645	4	2	4	0	225
268	0	3	5	5	632	6	15	0	0	546
269	0	3	0	0	542	8	9	0	27	185
270	0	0	1	1	152	4	6	8	22	275
271	0	3	1	1	415	6	7	7	0	702
272	0	0	0	0	415	5	12	15	0	654
273	0	0	2	2	511	5	10	3	0	237
274	0	1	9	9	277	0	2	8	0	185
275	0	2	0	0	601	3	12	2	19	168
276	0	1	9	9	693	9	12	4	5	514
277	0	2	0	0	447	4	2	10	25	794
278	0	2	0	0	461	6	7	11	0	444
279	0	1	9	9	87	8	7	2	5	276
280	0	1	6	6	757	5	10	11	0	95
281	0	0	4	4	368	8	3	4	5	193
282	0	3	7	7	568	5	3	0	0	364
283	0	0	9	9	332	5	0	9	0	399
284	0	0	8	8	585	3	12	5	8	277
285	0	2	4	4	149	1	5	13	4	433
286	0	2	7	7	369	8	7	15	12	470
287	0	0	2	2	6	5	10	12	0	452
288	0	2	6	6	139	8	10	6	30	323
289	0	1	6	6	298	6	7	10	0	289
290	0	3	5	5	577	4	5	0	29	727
291	0	1	7	7	709	1	13	15	2	650
292	0	2	3	3	674	3	13	12	4	461
293	0	3	9	9	547	5	1	11	0	113
294	0	1	5	5	662	0	12	10	6	110
295	0	0	1	1	227	4	14	11	25	476
296	0	1	5	5	494	1	9	13	1	120
297	0	1	5	5	351	6	6	15	0	489
298	0	0	7	7	326	1	9	1	1	25
299	0	2	1	1	758	4	5	5	21	575
300	0	3	7	7	414	3	5	13	25	31
301	0	1	7	7	439	5	0	6	0	287
302	0	0	9	9	549	3	11	10	12	470
303	0	0	4	4	540	9	12	12	7	358
304	0	2	7	7	176	8	2	4	20	122
305	0	1	4	4	187	9	4	12	26	612
306	0	1	9	9	433	3	15	5	10	503
307	0	2	2	2	322	6	1	11	0	498
308	0	1	3	3	575	6	13	15	0	729
309	0	3	7	7	84	0	7	9	0	283
310	0	1	8	8	172	6	15	3	0	276
311	0	2	8	8	778	6	6	13	0	755
312	0	1	4	4	460	8	11	2	28	122
313	0	1	3	3	705	9	13	5	8	805
314	0	1	3	3	583	9	8	5	20	722
315	0	2	4	4	273	1	4	13	0	285
316	0	1	2	2	149	9	7	12	31	147
317	0	2	6	6	462	1	2	12	4	713
318	0	2	7	7	335	0	2	14	5	66
319	0	3	3	3	216	6	8	10	0	347
320	0	1	9	9	351	0	1	3	7	18
321	0	0	2	2	467	0	13	6	2	667
322	0	2	2	2	95	9	8	2	23	682
323	0	1	0	0	640	8	7	13	5	722
324	0	0	0	0	488	1	4	7	7	11
325	0	0	5	5	432	3	15	2	14	394
326	0	0	1	1	320	9	9	4	24	794
327	0	1	2	2	543	0	5	14	5	741
328	0	1	2	2	630	6	6	2	0	145
329	0	0	9	9	359	5	10	4	0	285
330	0	0	3	3	615	8	0	9	13	532
331	0	1	6	6	661	0	7	15	6	117
332	0	1	7	7	72	0	11	10	2	398
333	0	3	5	5	699	3	15	2	1	603
334	0	0	0	0	220	0	1	12	4	645
335	0	3	6	6	84	3	8	2	19	82
336	0	1	2	2	334	5	2	9	0	749
337	0	1	0	0	88	5	3	14	0	318
338	0	1	1	1	724	3	0	5	31	357
339	0	2	2	2	129	8	3	0	21	441
340	0	2	8	8	269	1	15	14	5	58
341	0	3	9	9	376	3	8	3	7	235
342	0	0	0	0	250	0	15	11	6	155
343	0	1	0	0	731	5	7	10	0	428
344	0	2	4	4	585	9	3	1	11	230
345	0	0	6	6	476	8	9	10	5	568
346	0	3	0	0	205	8	9	7	29	379
347	0	3	3	3	778	4	4	0	26	26
348	0	1	8	8	651	0	10	0	6	757
349	0	2	1	1	542	4	13	15	3	147
350	0	2	1	1	237	5	11	14	0	596
351	0	0	8	8	652	5	2	1	0	680
352	0	1	3	3	267	9	12	10	20	465
353	0	2	3	3	207	3	3	4	6	170
354	0	3	7	7	416	1	11	6	7	317
355	0	3	4	4	92	3	9	1	13	337
356	0	1	1	1	364	5	1	9	0	180
357	0	0	6	6	569	4	3	14	6	814
358	0	1	1	1	63	4	4	6	25	383
359	0	0	9	9	265	1	0	2	3	663
360	0	3	2	2	339	1	1	14	0	174
361	0	3	6	6	30	5	13	5	0	221
362	0	1	4	4	456	3	1	7	18	512
363	0	3	8	8	62	1	8	12	2	431
364	0	1	8	8	645	0	12	11	7	559
365	0	3	5	5	514	9	12	8	11	28
366	0	2	9	9	30	8	1	15	22	787
367	0	1	2	2	253	4	8	1	14	591
368	0	3	5	5	180	4	10	11	1	722
369	0	2	9	9	145	4	15	9	11	504
370	0	0	1	1	238	4	0	15	0	341
371	0	1	2	2	734	3	10	1	1	153
372	0	1	1	1	373	1	11	12	1	346
373	0	2	5	5	161	5	15	10	0	726
374	0	2	3	3	179	5	9	9	0	183
375	0	0	9	9	581	0	5	10	3	656
376	0	0	7	7	339	1	7	11	5	173
377	0	0	5	5	11	8	6	7	4	360
378	0	2	1	1	49	5	14	13	0	425
379	0	3	6	6	559	5	3	15	0	168
380	0	3	1	1	301	0	10	8	1	77
381	0	2	2	2	164	1	2	10	7	723
382	0	0	6	6	621	5	5	1	0	341
383	0	1	3	3	713	8	9	9	15	100
384	0	0	6	6	562	6	4	1	0	5
385	0	3	1	1	677	6	6	3	0	213
386	0	1	4	4	484	1	9	12	7	502
387	0	2	1	1	396	3	11	12	23	193
388	0	3	0	0	450	6	8	7	0	579
389	0	0	2	2	87	9	13	7	3	398
390	0	3	8	8	586	4	15	9	5	406
391	0	0	8	8	529	3	3	14	11	173
392	0	1	3	3	43	5	2	13	0	644
393	0	1	9	9	327	1	2	12	6	567
394	0	2	4	4	469	0	13	3	6	155
395	0	1	9	9	596	1	3	3	4	550
396	0	2	6	6	392	6	15	1	0	284
397	0	3	2	2	623	5	1	12	0	709
398	0	1	0	0	275	9	0	10	19	320
399	0	2	7	7	233	3	9	14	20	277
400	0	3	9	9	192	6	6	13	0	779
401	0	2	0	0	162	1	9	12	2	801
402	0	0	2	2	205	0	7	1	7	53
403	0	2	3	3	377	6	12	3	0	249
404	0	2	7	7	456	3	15	11	22	169
405	0	2	1	1	28	5	1	5	0	228
406	0	1	3	3	667	5	0	0	0	137
407	0	1	9	9	229	8	9	8	27	387
408	0	2	7	7	223	6	9	12	0	9
409	0	2	8	8	623	8	9	3	30	67
410	0	2	4	4	283	8	9	6	9	531
411	0	1	0	0	413	9	4	0	31	304
412	0	2	6	6	397	0	6	10	3	704
413	0	3	5	5	307	3	5	9	6	484
414	0	1	4	4	781	3	10	2	14	365
415	0	1	4	4	339	9	8	9	29	122
416	0	3	0	0	594	1	15	6	1	699
417	0	3	8	8	423	0	4	4	3	352
418	0	3	9	9	146	9	5	2	31	342
419	0	1	5	5	4	6	8	6	0	592
420	0	1	7	7	132	5	13	12	0	490
421	0	3	0	0	546	4	11	0	20	777
422	0	1	0	0	641	4	7	11	19	134
423	0	0	6	6	602	8	5	2	2	307
424	0	2	7	7	610	9	13	4	21	503
425	0	2	3	3	413	0	7	7	2	218
426	0	0	9	9	173	1	11	1	6	657
427	0	2	8	8	49	0	3	0	0	708
428	0	0	6	6	389	1	8	15	2	212
429	0	0	4	4	677	1	8	4	6	109
430	0	0	4	4	108	6	6	6	0	537
431	0	1	5	5	302	3	1	15	13	706
432	0	3	5	5	2	0	2	3	7	154
433	0	0	8	8	740	1	8	7	7	305
434	0	2	7	7	102	3	1	9	23	822
435	0	2	6	6	97	0	0	4	2	338
436	0	2	7	7	274	1	11	10	2	118
437	0	3	6	6	278	5	15	13	0	117
438	0	1	0	0	106	5	15	14	0	627
439	0	3	5	5	29	3	15	15	7	423
440	0	3	0	0	267	9	0	7	21	533
441	0	0	6	6	493	9	12	4	3	13
442	0	1	8	8	507	3	2	15	20	248
443	0	2	4	4	519	4	12	12	15	82
444	0	3	7	7	458	1	15	14	5	123
445	0	3	0	0	413	5	1	0	0	812
446	0	2	8	8	211	6	10	11	0	230
447	0	3	5	5	634	6	11	14	0	101
448	0	1	0	0	363	8	11	3	2	170
449	0	3	2	2	109	8	6	6	7	404
450	0	1	7	7	733	9	3	13	2	650
451	0	0	7	7	674	3	15	0	3	568
452	0	3	9	9	520	3	5	4	6	398
453	0	2	8	8	428	4	8	12	21	303
454	0	3	2	2	422	8	10	6	12	216
455	0	2	5	5	727	3	10	3	22	577
456	0	3	9	9	683	5	9	13	0	537
457	0	0	0	0	148	0	1	6	4	770
458	0	1	4	4	149	0	9	6	0	369
459	0	3	1	1	691	4	12	7	18	711
460	0	0	6	6	426	9	1	0	16	209
461	0	3	3	3	773	4	6	9	28	183
462	0	0	2	2	752	1	12	1	6	287
463	0	2	2	2	598	8	0	10	29	728
464	0	1	0	0	330	0	9	15	5	76
465	0	2	8	8	188	1	5	13	6	96
466	0	2	3	3	679	9	10	11	18	225
467	0	3	8	8	117	9	14	7	15	42
468	0	2	6	6	395	8	9	0	23	528
469	0	3	7	7	303	4	10	2	6	173
470	0	0	1	1	686	4	13	3	13	552
471	0	3	1	1	24	6	10	1	0	77
472	0	0	2	2	571	1	7	8	6	399
473	0	3	6	6	323	0	12	3	0	658
474	0	0	9	9	717	1	11	3	4	807
475	0	2	9	9	288	6	12	12	0	487
476	0	1	8	8	139	5	9	4	0	695
477	0	2	0	0	568	3	3	1	0	588
478	0	3	8	8	87	8	6	11	13	424
479	0	1	2	2	226	8	6	3	11	689
480	0	0	8	8	660	1	9	2	4	102
481	0	1	9	9	338	9	4	7	6	293
482	0	0	3	3	497	6	10	9	0	581
483	0	2	5	5	172	0	10	7	3	731
484	0	3	4	4	137	9	15	14	28	369
485	0	2	7	7	111	3	2	8	8	553
486	0	1	4	4	744	1	0	0	6	789
487	0	1	0	0	266	6	4	11	0	230
488	0	2	2	2	513	1	12	11	0	680
489	0	1	9	9	775	3	14	5	11	581
490	0	1	7	7	41	4	15	7	4	272
491	0	2	3	3	684	4	11	12	30	467
492	0	0	0	0	105	8	8	5	24	671
493	0	3	5	5	669	1	8	12	3	530
494	0	3	5	5	498	6	0	4	0	171
495	0	1	1	1	658	8	6	4	11	163
496	0	2	9	9	676	4	13	10	7	495
497	0	3	7	7	604	3	13	0	15	46
498	0	1	9	9	164	3	1	4	3	172
499	0	2	2	2	415	0	9	2	3	461
500	0	3	7	7	224	5	4	5	0	173
501	0	2	7	7	604	1	7	12	6	137
502	0	0	0	0	535	5	4	3	0	489
503	0	0	8	8	770	1	2	15	2	619
504	0	0	6	6	430	9	1	13	14	823
505	0	3	6	6	603	1	13	4	4	490
506	0	1	1	1	612	5	8	6	0	728
507	0	0	9	9	120	0	12	6	5	420
508	0	2	1	1	436	8	8	13	23	628
509	0	2	6	6	423	6	5	11	0	261
510	0	2	9	9	722	5	4	3	0	459
511	0	1	1	1	520	5	10	1	0	400
512	0	0	1	1	482	5	2	2	0	229
513	0	2	1	1	38	5	12	9	0	794
514	0	1	7	7	10	4	9	6	2	804
515	0	1	9	9	690	0	11	7	0	163
516	0	0	4	4	361	5	12	6	0	756
517	0	0	1	1	291	9	11	8	14	622
518	0	1	7	7	588	0	8	5	6	520
519	0	0	8	8	515	8	10	3	16	552
520	0	2	7	7	576	6	7	10	0	699
521	0	3	9	9	493	1	8	2	6	650
522	0	1	3	3	422	9	0	8	15	296
523	0	0	6	6	77	3	15	10	22	225
524	0	2	2	2	510	4	7	7	16	213
525	0	1	3	3	633	9	4	3	7	82
526	0	3	9	9	782	0	15	11	5	506
527	0	2	7	7	782	8	12	7	8	57
528	0	3	7	7	33	9	12	5	29	125
529	0	3	5	5	12	4	12	3	20	372
530	0	2	2	2	269	4	8	15	21	376
531	0	1	7	7	215	5	11	11	0	288
532	0	3	2	2	134	4	3	8	15	570
533	0	3	6	6	149	3	15	0	11	433
534	0	3	2	2	546	9	15	9	16	577
535	0	0	6	6	707	3	1	6	16	489
536	0	0	7	7	266	9	11	8	22	22
537	0	3	1	1	695	4	5	9	22	334
538	0	3	7	7	390	8	14	4	10	657
539	0	2	6	6	585	5	2	2	0	353
540	0	1	5	5	668	8	8	12	17	457
541	0	2	9	9	461	5	5	5	0	130
542	0	1	4	4	215	3	12	3	6	67
543	0	3	8	8	26	5	2	3	0	634
544	0	1	1	1	316	4	7	9	28	643
545	0	1	2	2	174	0	1	11	5	489
546	0	3	8	8	561	6	4	5	0	648
547	0	3	8	8	317	9	15	7	5	454
548	0	2	5	5	266	3	9	0	0	537
549	0	1	5	5	480	0	15	15	4	11
550	0	3	4	4	236	0	11	6	6	576
551	0	3	6	6	167	5	12	7	0	83
552	0	3	3	3	782	8	9	8	26	194
553	0	0	2	2	296	1	14	14	4	719
554	0	3	3	3	19	3	1	0	11	106
555	0	2	4	4	732	6	0	7	0	156
556	0	0	7	7	350	5	9	15	0	476
557	0	0	5	5	768	3	1	8	25	75
558	0	3	2	2	256	5	0	3	0	396
559	0	3	3	3	203	6	3	6	0	400
560	0	2	5	5	644	0	3	8	7	655
561	0	2	3	3	53	4	3	7	27	334
562	0	0	2	2	598	1	12	7	0	45
563	0	3	9	9	380	1	7	5	7	95
564	0	2	0	0	364	3	3	4	31	240
565	0	2	8	8	449	4	0	12	22	743
566	0	1	4	4	496	6	9	15	0	582
567	0	1	8	8	331	6	8	5	0	545
568	0	1	7	7	269	9	14	0	24	753
569	0	1	0	0	372	4	10	2	24	196
570	0	3	8	8	627	8	10	13	20	115
571	0	0	8	8	44	3	5	1	12	111
572	0	3	3	3	32	5	15	8	0	377
573	0	1	9	9	13	4	15	2	29	822
574	0	0	5	5	761	5	11	1	0	543
575	0	0	1	1	79	4	3	3	14	546
576	0	3	3	3	538	4	5	13	6	786
577	0	2	7	7	106	3	5	12	21	675
578	0	1	8	8	453	9	10	10	23	424
579	0	3	5	5	246	4	12	8	23	465
580	0	3	6	6	743	0	9	0	2	311
581	0	0	4	4	219	9	0	8	9	98
582	0	0	7	7	159	3	8	11	15	240
583	0	2	4	4	584	5	6	2	0	813
584	0	3	2	2	706	1	9	1	6	82
585	0	0	5	5	444	5	3	7	0	651
586	0	3	0	0	536	0	10	4	5	516
587	0	1	2	2	689	5	14	2	0	444
588	0	2	6	6	135	9	2	15	3	563
589	0	3	4	4	408	5	4	4	0	574
590	0	1	7	7	667	4	7	7	4	274
591	0	3	5	5	91	1	13	13	5	358
592	0	1	5	5	608	0	9	5	5	633
593	0	3	9	9	451	0	7	6	5	161
594	0	0	1	1	248	3	9	0	21	712
595	0	0	4	4	482	0	10	6	3	210
596	0	2	8	8	637	3	0	12	2	263
597	0	1	0	0	205	8	1	14	0	70
598	0	3	4	4	110	0	9	12	3	391
599	0	0	5	5	611	1	5	6	7	576
600	0	0	0	0	542	8	10	15	25	764
601	0	1	0	0	700	9	11	9	15	515
602	0	2	0	0	396	0	8	7	2	351
603	0	3	2	2	747	5	7	13	0	588
604	0	1	6	6	619	9	14	4	13	670
605	0	1	9	9	700	4	4	9	8	442
606	0	1	9	9	325	1	3	5	5	151
607	0	0	5	5	421	8	14	8	9	799
608	0	1	1	1	189	0	8	7	3	238
609	0	0	5	5	704	6	4	15	0	190
610	0	3	7	7	140	3	6	7	2	420
611	0	0	4	4	227	4	6	2	11	451
612	0	3	5	5	252	5	12	1	0	739
613	0	2	6	6	760	0	3	14	7	45
614	0	1	8	8	405	0	12	1	3	300
615	0	3	6	6	292	6	5	13	0	629
616	0	0	8	8	474	6	2	3	0	799
617	0	1	6	6	331	6	0	5	0	606
618	0	1	7	7	256	9	5	3	5	118
619	0	3	5	5	536	5	5	12	0	46
620	0	1	5	5	675	3	5	4	11	789
621	0	0	6	6	316	6	9	5	0	136
622	0	1	0	0	783	8	0	14	31	512
623	0	0	9	9	243	4	15	14	26	454
624	0	0	9	9	6	4	8	6	3	191
625	0	1	0	0	37	3	1	9	21	91
626	0	0	1	1	182	3	9	5	29	769
627	0	2	0	0	306	9	11	12	4	778
628	0	3	8	8	299	6	4	3	0	339
629	0	3	8	8	712	4	1	3	5	497
630	0	2	6	6	324	8	11	4	31	534
